                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     486                                      770                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.6030000000000000E+009                  1.9623384965913757E+006                  5.7065809694361606E+003                  9.6832645712328269E-001                  1.0067278716110115E+000                 -1.5301675613232146E+000                  3.5801966434293875E-001                  8.8551603286874016E-006                  6.2115476163125594E-001                  2.1046373059922352E-005                  5.5062882592357551E-003                  9.0353838814054548E-003                  2.1160698460809110E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.6618922834664906E-001                  7.6323656801050097E-004                  3.1260311586071515E-001                  2.6134284697724389E-003                  2.0634941861980309E-003                  9.5134962168794013E-003                  2.1160698460809045E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999989652621E-001                  1.0065184074032516E+000                  9.9999999981938026E-001                  1.0063991167085082E+000                  1.0109395676616528E+004                  2.4157223524758227E+007                  1.0327095708722176E+010                  9.6820360132717997E-001                  9.6820360132717964E-001                  7.2248265173542475E-044                  2.3233308066942127E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4525963280000000E+017                                  "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20211115" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10 
                                      74                  9.9999999930925176E-001                  2.5717904120796053E-003                  4.0892525809905500E+000                 -6.1210013389457556E+000                  5.8299730241387424E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0308513144720714E+006 
                                      75                  9.9999999927800176E-001                  2.5635117004554888E-003                  4.0918033710367334E+000                 -6.1076321465593599E+000                  5.8472029529297975E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0354600529327044E+006 
                                      76                  9.9999999924675165E-001                  2.5554835034160791E-003                  4.0942338833891441E+000                 -6.0947412773187413E+000                  5.8637765194717710E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0398876694889001E+006 
                                      77                  9.9999999921550176E-001                  2.5476896741696026E-003                  4.0965550051819593E+000                 -6.0822960698565893E+000                  5.8797419109165441E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0441483559266796E+006 
                                      78                  9.9999999918425175E-001                  2.5401156143427749E-003                  4.0987762175516336E+000                 -6.0702670873678848E+000                  5.8951421949295000E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0482547291555961E+006 
                                      79                  9.9999999915300175E-001                  2.5327480801351880E-003                  4.1009058261763451E+000                 -6.0586277042193322E+000                  5.9100160201808523E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0522180476301934E+006 
                                      80                  9.9999999912175175E-001                  2.5255750180676255E-003                  4.1029511472691187E+000                 -6.0473536739394724E+000                  5.9243982009779330E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0560483234697781E+006 
                                      81                  9.9999999909050175E-001                  2.5185854264410581E-003                  4.1058990729012557E+000                 -6.0311279995677856E+000                  5.9451173519663865E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0616200029927217E+006 
                                      82                  9.9999999902800185E-001                  2.5051179318652285E-003                  4.1086447888976485E+000                 -6.0155160024382059E+000                  5.9648952866904050E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0668310351716659E+006 
                                      83                  9.9999999899675174E-001                  2.4986215018753246E-003                  4.1104110645254410E+000                 -6.0055003957319526E+000                  5.9775980257347623E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0702104345691830E+006 
                                      84                  9.9999999896550174E-001                  2.4922728951717711E-003                  4.1129707758952998E+000                 -5.9910196548317973E+000                  5.9959825937786455E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0751454393357346E+006 
                                      85                  9.9999999890300173E-001                  2.4799912760938209E-003                  4.1161763999577357E+000                 -5.9725330882110681E+000                  6.0193465868622260E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0813608347214670E+006 
                                      86                  9.9999999884050161E-001                  2.4682204990023934E-003                  4.1184432254858798E+000                 -5.9592391335595680E+000                  6.0360818024781384E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0857789796564325E+006 
                                      87                  9.9999999880925183E-001                  2.4625121909277285E-003                  4.1199106674565815E+000                 -5.9506621399146535E+000                  6.0468913167873319E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0886575387072493E+006 
                                      88                  9.9999999877800172E-001                  2.4569152932407360E-003                  4.1220499195484175E+000                 -5.9381964874408784E+000                  6.0626180736684230E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0928797673267922E+006 
                                      89                  9.9999999871550171E-001                  2.4460376096269508E-003                  4.1240817257989208E+000                 -5.9261015788584377E+000                  6.0777966707309270E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0968966213951360E+006 
                                      90                  9.9999999868425171E-001                  2.4407478520433010E-003                  4.1254011304660629E+000                 -5.9182751737761912E+000                  6.0876292794540419E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.0995198023699264E+006 
                                      91                  9.9999999865300171E-001                  2.4355523790379899E-003                  4.1273302486337569E+000                 -5.9068691215351654E+000                  6.1019736613042408E+000                  7.0302756444054770E-001                  2.7667464123291713E-001                  2.0297794326535223E-002                  1.1033759028430542E+006 
